ExternalRiskEstimate,NetFractionRevolvingBurden,AverageMInFile,PercentInstallTrades,NumSatisfactoryTrades,RiskPerformance
66,93,25,13,8,0
59,0,50,50,2,0
84,0,140,21,16,1
79,1,15,25,6,0
84,0,93,32,22,1
67,63,36,26,16,0
75,46,69,13,30,0
68,16,59,52,31,0
79,43,77,29,28,0
65,38,18,40,10,1
89,0,117,11,9,0
74,46,50,33,15,0
65,88,89,43,50,0
66,59,51,29,21,0
63,76,25,60,10,0
68,49,75,22,9,1
65,64,82,25,36,0
71,13,69,72,16,0
82,5,31,40,9,0
79,1,50,15,34,1
73,16,39,23,29,0
59,3,135,15,32,1
76,43,122,44,18,0
70,57,34,13,7,0
91,3,140,19,21,1
69,16,127,41,22,1
63,17,50,33,6,0
61,21,95,18,18,0
89,0,83,58,12,1
61,0,114,18,15,0
65,85,75,53,14,0
63,58,91,30,39,0
72,24,87,41,20,1
72,16,38,33,15,1
72,56,80,60,4,0
65,0,101,57,5,0
55,51,89,14,20,0
57,75,55,27,36,0
66,21,73,39,17,1
73,14,71,43,8,0
73,23,111,41,20,1
62,61,26,67,14,0
72,24,84,53,18,1
63,56,66,45,19,0
63,36,82,26,37,0
76,17,101,4,24,0
65,29,79,21,27,0
55,5,75,20,49,0
83,0,65,55,22,0
73,15,120,11,17,0
84,1,73,25,49,1
77,39,71,29,27,1
64,68,14,17,6,1
86,4,76,24,17,1
63,60,84,54,36,0
89,0,80,17,30,1
68,73,73,52,27,0
65,65,35,13,37,0
63,52,138,25,21,1
76,1,135,31,10,1
79,31,92,22,23,1
71,53,34,25,10,0
76,23,73,19,25,1
84,3,152,29,33,1
88,0,85,50,4,1
75,19,82,17,46,0
81,24,80,9,22,1
72,71,45,52,20,1
73,27,30,50,18,1
76,9,66,21,47,1
64,86,92,15,31,0
77,33,54,41,27,1
67,9,67,39,23,1
64,44,54,55,19,0
82,6,87,35,33,0
87,5,104,0,16,1
76,25,55,19,35,0
77,34,78,45,20,1
64,84,42,0,10,0
66,36,51,15,27,0
69,23,52,18,18,1
55,84,68,42,17,0
62,99,78,40,15,0
85,20,121,46,45,1
65,49,67,45,10,0
76,0,90,29,5,0
68,39,59,53,15,0
54,39,66,29,28,1
86,5,138,13,23,1
74,64,39,75,4,0
55,64,17,26,21,0
59,38,69,41,40,0
87,0,92,23,26,1
70,48,66,6,46,1
60,99,37,55,10,0
81,19,94,36,44,1
61,95,16,60,5,0
64,79,24,27,11,0
73,40,76,24,27,1
84,16,103,24,17,1
73,47,71,4,24,0
79,34,99,52,22,1
81,1,82,23,21,1
76,40,127,20,10,0
59,38,47,33,32,0
81,42,99,29,13,1
86,8,55,23,12,1
66,49,58,62,25,0
75,24,79,35,44,1
65,81,81,18,7,0
65,53,95,26,35,0
63,77,79,73,21,0
62,19,67,24,38,1
67,77,88,38,26,0
64,8,9,17,5,0
82,55,63,55,17,0
59,11,8,33,4,1
56,101,86,78,15,0
66,24,21,20,9,1
67,40,110,17,20,0
74,17,47,27,31,1
84,13,71,27,15,1
70,79,48,8,12,1
65,61,46,31,36,0
57,38,63,60,7,0
69,78,61,26,48,0
61,42,38,9,17,0
90,0,104,18,11,1
70,65,116,23,20,0
81,1,89,27,41,1
69,76,31,13,16,0
58,85,10,25,3,0
59,59,43,30,22,0
58,93,21,33,12,0
75,32,132,19,36,1
71,73,60,36,27,1
57,27,99,26,20,0
81,4,67,46,34,1
74,38,63,41,17,0
84,26,114,7,27,0
86,22,106,18,17,0
84,0,104,36,33,1
69,84,60,20,9,0
81,23,108,14,21,0
64,38,43,33,18,0
57,36,52,31,26,0
83,2,101,19,32,0
69,52,37,50,14,0
61,39,108,16,47,1
62,6,62,22,8,0
63,92,41,22,18,0
77,36,97,13,29,1
67,4,63,55,20,0
86,1,95,28,26,0
60,64,11,29,7,0
79,12,56,30,19,0
64,27,63,53,16,0
55,26,67,21,13,0
70,11,81,67,20,1
83,5,51,26,22,1
59,46,30,45,10,0
79,3,66,16,42,1
76,30,27,71,7,0
63,34,146,18,11,1
62,54,46,29,23,0
56,86,59,63,13,0
76,6,80,22,34,1
67,18,127,21,15,1
72,16,66,17,48,1
56,51,17,22,18,0
77,35,74,14,37,0
64,4,14,50,5,1
58,84,87,50,14,0
59,62,40,11,28,0
65,43,41,53,17,1
80,4,76,33,10,0
67,35,71,9,29,0
72,74,69,45,20,0
86,11,109,27,11,0
64,77,72,13,23,0
80,5,106,24,16,1
70,22,43,27,21,0
82,3,106,13,16,1
61,43,92,25,33,0
59,74,74,32,24,0
59,14,31,20,10,0
89,1,92,38,16,1
70,59,86,40,19,0
75,101,105,0,2,0
63,43,51,46,13,0
60,30,34,67,20,0
66,65,90,26,30,0
59,55,70,47,29,0
82,4,71,54,23,1
77,55,110,30,10,0
75,26,40,15,20,1
84,12,118,40,20,0
82,0,139,37,27,1
82,2,95,6,33,0
56,94,100,14,39,0
75,21,59,29,27,0
77,11,78,6,35,0
88,0,118,52,25,1
62,4,104,18,14,1
68,62,101,29,24,1
57,9,46,50,4,0
66,31,20,20,10,0
77,18,63,22,15,0
87,2,70,19,35,1
88,1,117,18,28,1
76,5,44,15,24,0
73,56,59,41,22,0
67,61,79,21,22,0
87,1,125,33,18,1
80,3,90,33,23,1
59,2,80,41,11,0
75,36,16,25,3,1
66,12,73,24,28,1
62,22,68,25,27,0
71,37,127,4,24,1
56,22,40,19,14,0
65,54,67,21,27,0
63,68,30,80,5,0
61,69,36,33,5,1
58,70,34,58,11,0
69,39,45,38,28,0
73,0,100,46,23,0
75,32,47,18,10,0
78,13,72,41,46,1
76,37,85,28,47,1
57,84,53,28,40,0
58,68,49,20,15,0
59,99,28,67,5,0
66,66,89,50,2,0
61,63,114,36,20,0
66,66,11,40,5,0
67,97,111,50,8,0
68,54,48,28,27,1
64,53,40,25,24,0
77,19,76,17,23,0
66,0,81,36,13,0
68,42,62,22,16,0
64,75,48,62,13,0
77,10,86,67,2,0
78,1,70,30,18,0
70,62,58,12,16,0
78,22,68,33,18,0
73,1,50,20,18,1
82,0,107,35,40,1
82,9,54,42,25,0
71,4,81,8,24,0
79,0,11,50,1,0
88,9,86,10,9,1
75,6,96,17,12,0
65,10,71,31,9,0
68,38,68,15,24,0
62,95,72,44,8,0
72,22,78,29,33,0
81,26,99,26,16,0
68,57,38,17,11,0
66,61,52,14,29,0
65,99,28,40,5,0
62,65,38,9,22,0
70,92,50,50,2,0
61,115,60,67,8,0
71,53,102,27,20,0
66,86,80,25,7,0
57,48,47,64,13,0
90,5,107,0,4,1
73,39,105,14,20,0
55,86,101,28,44,0
59,85,38,38,21,0
77,13,74,23,21,1
70,24,72,55,24,0
71,17,66,41,39,0
70,30,47,19,16,0
58,19,151,30,42,0
60,83,83,29,18,0
80,26,52,63,16,1
79,0,70,32,24,1
66,46,72,25,4,0
56,55,74,20,34,0
63,17,88,29,13,0
77,4,57,24,34,1
72,49,52,18,10,0
62,48,57,33,16,1
61,70,95,39,31,0
74,14,73,17,29,0
61,0,59,63,3,0
69,20,93,45,18,0
51,87,65,56,13,0
76,21,80,16,31,1
79,1,102,40,9,1
68,86,65,50,15,0
63,56,90,26,13,1
87,18,151,30,20,1
66,29,66,2,39,1
61,69,56,0,6,0
73,8,69,23,13,1
59,62,15,25,10,0
86,18,118,19,16,0
67,64,68,27,20,1
57,96,30,44,14,0
84,11,142,40,8,0
58,71,113,18,16,0
68,29,127,29,26,0
88,5,102,27,22,0
66,33,40,9,20,0
62,50,79,21,42,0
64,9,35,23,21,0
70,98,25,75,4,0
65,103,10,50,2,0
60,93,87,21,19,1
59,41,71,27,15,0
54,92,19,75,6,0
87,14,116,6,17,1
71,26,73,4,21,0
86,0,121,44,13,1
66,12,123,0,28,1
73,18,66,16,31,1
74,49,37,22,8,0
68,59,48,40,10,0
75,57,61,19,20,1
77,36,63,9,31,1
83,1,102,17,41,1
71,46,132,36,13,1
72,16,74,15,37,0
77,69,59,43,7,1
68,45,72,36,21,0
74,25,90,41,15,0
65,59,78,40,33,0
56,9,71,10,18,0
55,86,107,36,12,0
65,43,132,20,12,0
63,43,94,10,49,0
72,50,56,12,17,1
79,4,67,25,46,0
74,28,90,33,30,1
66,64,37,5,18,0
75,16,56,20,20,0
66,22,69,48,21,0
75,40,32,31,13,0
80,32,74,17,23,0
63,17,70,47,41,0
73,29,37,24,24,1
62,60,80,45,29,1
73,0,72,47,27,1
82,14,67,50,4,1
86,23,149,53,14,1
56,66,115,33,22,0
67,81,133,50,17,1
68,78,104,24,25,1
68,33,31,36,11,0
62,0,63,38,9,1
63,64,29,29,7,0
80,10,114,62,27,1
69,38,103,30,24,1
51,76,27,63,7,0
71,32,115,22,35,1
68,31,58,25,15,0
60,86,85,40,24,0
88,3,87,21,19,1
61,44,23,0,25,0
64,49,84,27,43,0
75,36,54,13,21,1
66,60,76,53,36,0
81,11,77,30,19,1
67,30,89,13,47,0
68,24,59,47,40,0
68,20,72,21,31,0
58,27,13,0,13,0
67,47,54,24,15,0
69,46,27,47,14,0
57,94,49,38,8,0
68,29,77,38,24,0
74,58,68,33,28,1
64,75,52,33,30,0
71,84,59,65,20,0
70,1,64,4,20,1
57,58,59,3,39,0
60,64,61,47,16,0
67,79,96,12,43,0
69,84,92,50,6,0
60,20,32,26,18,0
86,10,131,0,14,1
76,9,62,36,31,0
77,34,116,19,20,0
79,2,92,24,33,1
69,23,132,15,20,1
64,58,70,43,21,0
62,10,53,60,28,0
60,83,30,41,28,0
75,15,62,15,38,1
61,87,46,35,22,0
83,3,68,23,13,0
63,65,53,18,17,0
72,37,33,40,19,0
79,19,111,13,31,0
82,2,85,21,34,1
74,47,107,13,30,1
63,41,116,46,11,0
65,8,91,11,28,0
69,8,76,27,47,0
67,95,59,66,29,0
58,99,44,60,4,0
89,6,90,15,13,1
68,69,67,60,20,0
87,9,124,20,25,1
87,0,92,33,13,1
56,88,57,46,27,0
88,16,114,13,31,1
60,1,107,33,7,0
71,83,81,33,12,0
84,16,132,22,26,1
61,60,101,39,18,0
87,6,77,19,15,1
62,50,61,55,10,0
81,24,55,47,17,0
75,59,64,25,28,1
74,19,66,9,45,1
68,13,71,26,32,1
57,32,33,18,17,0
63,25,45,5,37,1
76,33,119,28,29,1
55,78,64,17,24,1
68,63,41,24,19,0
62,82,61,11,17,0
85,26,132,60,5,0
63,34,102,23,40,0
70,24,57,7,14,0
62,97,41,44,8,0
65,19,115,21,11,0
78,13,106,27,30,1
69,35,90,42,11,1
65,50,39,32,22,0
66,32,129,13,14,0
59,43,44,39,32,0
63,53,27,20,15,0
66,49,63,57,30,0
79,28,63,29,14,1
65,33,19,19,23,0
80,21,62,67,17,1
66,90,67,36,13,0
81,1,86,41,37,1
66,76,78,0,3,0
73,33,71,49,38,0
63,0,67,35,14,1
74,5,59,57,3,0
81,4,42,19,15,1
66,74,63,30,9,0
68,77,52,20,15,1
58,96,18,50,12,0
56,36,143,21,9,0
66,51,73,64,14,0
73,41,68,7,37,0
69,18,43,50,10,0
55,105,93,19,18,0
60,32,21,29,16,0
69,8,85,25,19,1
80,2,66,47,35,0
75,59,90,28,28,1
72,74,96,20,29,0
58,78,142,20,24,1
56,60,89,7,11,0
72,72,103,25,22,0
66,77,74,17,26,0
65,32,63,50,15,0
63,91,31,25,8,0
68,34,45,9,33,0
66,51,136,43,20,0
71,28,114,23,40,0
69,28,57,28,16,1
69,58,22,50,7,0
62,59,95,29,8,0
70,96,39,17,6,0
68,67,78,29,48,0
72,4,44,47,16,1
66,53,18,10,10,0
71,35,86,18,38,0
80,36,75,25,19,0
76,48,54,36,13,1
59,80,130,37,30,0
82,5,77,39,23,1
54,13,77,43,3,0
58,38,65,60,9,0
63,75,43,52,23,0
85,0,136,47,15,1
60,90,47,5,18,0
62,53,78,26,30,0
64,66,84,15,26,0
60,66,26,15,13,1
57,100,18,60,5,0
62,66,69,41,27,0
83,4,59,37,27,1
74,26,81,44,24,0
68,14,25,19,18,0
61,35,89,44,34,0
65,7,84,22,29,0
74,12,64,42,18,0
64,40,22,47,11,0
75,17,74,25,7,0
77,48,68,17,17,0
79,5,80,47,29,0
83,2,61,26,24,1
65,18,89,8,39,0
65,89,91,11,18,0
71,87,97,52,21,1
65,79,45,57,7,0
94,0,125,11,9,0
87,6,87,30,23,1
85,28,139,47,15,1
84,1,109,4,24,1
65,47,65,14,37,0
87,4,46,12,26,0
63,48,88,53,14,0
63,4,71,69,29,0
71,70,112,48,29,0
79,53,124,33,12,0
77,18,137,26,33,1
70,70,44,20,10,0
85,0,106,25,16,1
82,16,35,50,6,0
81,47,112,33,17,1
77,0,41,27,22,0
65,31,94,17,29,1
74,68,69,44,34,0
68,54,96,27,37,0
68,81,65,65,17,0
67,83,106,19,31,0
68,13,60,40,24,0
66,104,36,29,6,0
60,75,78,30,34,1
88,4,104,43,41,1
57,19,70,44,13,1
88,3,93,32,18,1
62,87,69,24,31,0
69,69,40,25,16,0
61,24,83,37,41,0
70,37,57,44,16,1
59,59,18,58,11,0
63,97,59,17,6,0
66,67,41,27,21,0
60,32,52,33,24,0
72,25,70,74,31,1
68,32,107,24,20,1
64,63,63,30,27,0
59,86,79,60,9,0
76,47,31,0,5,0
70,32,65,29,31,1
85,26,140,50,24,1
47,76,100,21,25,0
66,58,71,29,13,0
72,11,131,25,16,0
80,6,133,48,27,0
63,82,63,22,23,0
59,83,74,43,11,0
69,38,48,27,21,0
87,14,89,18,20,1
88,0,121,17,24,1
64,69,76,48,24,0
68,19,86,16,30,0
71,8,99,19,35,0
66,82,109,40,35,1
64,68,61,26,17,0
63,49,23,23,12,0
65,0,56,38,41,1
63,57,60,13,16,0
63,49,31,20,9,1
74,33,66,57,37,1
56,77,80,14,22,0
66,43,77,13,16,0
89,0,100,47,19,1
76,40,91,45,22,1
60,85,100,26,28,1
76,29,120,42,18,1
71,41,62,35,17,0
62,70,62,32,30,0
62,13,84,9,31,0
70,9,124,50,9,0
63,28,63,20,16,0
66,48,84,39,32,1
75,43,63,50,5,0
71,40,30,45,20,1
43,63,119,33,29,0
55,55,51,38,28,0
83,2,72,21,29,0
81,4,70,22,32,1
70,7,40,25,15,0
72,20,104,21,33,1
64,71,102,11,36,0
65,25,6,67,2,0
57,60,71,59,26,0
82,9,75,67,25,0
74,14,61,24,45,1
87,5,83,35,20,0
70,79,97,33,16,1
62,67,34,20,15,0
88,8,79,29,7,1
68,41,117,33,7,0
56,53,85,33,18,0
56,6,97,59,29,0
55,18,72,22,24,1
75,13,139,35,26,0
74,21,31,40,10,0
82,16,122,10,20,1
63,27,41,47,16,1
70,8,49,36,13,0
75,16,52,53,16,0
67,41,46,26,33,0
57,68,68,57,21,0
72,34,58,20,29,1
71,33,52,22,17,0
59,71,62,20,44,0
74,51,89,15,27,0
81,1,65,40,5,1
93,0,124,0,15,1
76,16,69,13,32,1
57,71,98,39,28,1
73,0,104,43,12,0
86,13,113,27,26,1
78,36,97,19,16,0
65,23,28,63,6,0
67,59,98,14,7,0
61,58,18,20,15,0
65,60,90,58,42,0
79,13,93,50,28,1
72,29,55,24,25,0
85,2,84,27,26,1
82,13,115,21,33,1
76,20,49,33,25,0
61,90,43,23,13,0
63,46,65,50,25,0
71,83,72,66,49,0
55,85,60,24,15,0
67,40,45,16,30,0
77,34,59,18,11,0
77,46,124,50,19,1
65,18,79,30,16,0
67,32,41,25,14,0
56,22,87,29,14,1
80,27,48,57,12,0
87,18,137,10,9,1
71,14,62,40,7,0
75,50,111,39,21,0
80,29,96,21,14,1
80,8,87,9,31,1
60,76,62,15,32,0
63,41,42,40,13,1
67,47,39,27,11,0
77,5,80,27,39,1
89,6,67,36,14,1
75,54,64,29,36,0
74,39,68,23,22,0
65,68,115,34,28,0
55,53,45,13,16,0
72,29,53,37,16,1
63,54,85,24,31,0
74,81,80,15,20,1
69,11,75,21,38,0
74,37,64,29,28,0
73,31,79,25,40,1
66,55,65,69,13,0
91,3,128,0,14,1
69,34,78,58,17,0
76,40,87,33,21,0
91,2,102,21,14,1
55,98,54,31,8,0
63,60,41,22,18,0
66,72,73,10,31,0
75,9,48,21,18,0
65,87,50,20,28,0
59,48,33,29,31,0
75,8,40,32,22,0
56,92,22,55,11,0
76,20,35,18,15,1
77,0,24,14,7,0
78,47,71,52,24,1
73,70,103,36,43,1
86,24,86,31,26,1
73,56,57,10,19,0
58,60,44,63,8,0
80,0,73,32,25,0
66,4,124,35,19,0
79,19,144,14,21,0
75,22,91,16,19,1
66,31,22,40,10,0
80,11,69,30,9,0
87,15,105,23,26,1
67,24,50,62,13,1
61,26,28,40,9,0
82,0,91,31,15,0
80,9,83,14,20,1
70,59,134,26,33,0
78,12,71,24,41,1
69,45,89,30,32,1
64,77,93,23,40,0
73,11,126,38,38,1
73,40,42,8,11,0
70,93,85,46,12,0
65,57,62,59,32,1
74,45,50,60,15,0
61,67,17,20,20,0
66,58,112,28,15,0
65,51,101,16,43,1
71,40,53,42,19,1
64,8,62,28,27,0
77,28,62,25,11,0
68,67,124,17,23,1
56,26,43,25,7,0
74,18,97,24,15,0
61,88,48,30,10,0
70,83,135,80,4,0
88,7,134,13,16,0
87,0,98,35,17,1
81,8,40,29,12,1
81,39,86,31,13,1
75,8,80,23,28,0
73,59,107,54,21,0
81,4,78,20,44,1
75,15,86,14,43,1
62,62,91,44,15,0
71,14,65,34,29,0
71,41,60,24,15,0
69,36,105,24,40,1
63,54,37,22,18,0
65,6,54,42,35,0
68,44,58,6,32,0
75,41,56,21,14,0
75,42,55,14,21,0
70,43,82,53,14,0
74,31,67,31,41,1
69,51,63,24,24,0
83,27,114,36,21,1
78,16,102,57,12,0
71,24,89,25,47,0
68,104,49,30,9,0
65,95,23,40,5,0
69,44,66,16,31,0
68,34,58,14,28,0
81,4,84,50,10,0
78,16,102,57,12,0
72,40,54,21,15,0
61,98,47,48,21,0
64,76,103,45,9,0
65,58,63,35,21,1
73,3,26,33,8,0
65,85,33,9,11,0
79,33,64,39,28,1
74,40,71,50,26,0
62,44,9,13,7,0
59,78,79,38,25,1
63,55,70,34,28,0
57,84,7,0,3,0
61,83,67,41,32,0
68,12,117,18,36,1
79,0,48,44,16,1
81,12,85,18,27,1
80,24,85,38,8,1
86,4,150,54,22,1
78,1,144,33,25,0
65,58,44,26,18,0
73,0,97,35,13,1
68,64,45,33,18,0
65,21,104,13,30,1
73,48,84,60,20,0
75,43,83,30,23,0
84,8,93,53,17,0
58,53,47,40,29,0
70,15,77,12,25,1
74,16,103,35,23,1
76,13,60,14,28,0
84,3,61,56,18,1
69,52,59,60,8,0
70,35,66,33,5,0
58,80,38,50,13,0
61,78,72,36,10,0
60,83,73,50,31,0
73,18,58,20,2,0
82,31,97,21,19,0
62,79,68,29,7,0
60,64,38,30,27,0
79,0,86,35,17,1
84,1,86,20,25,1
68,44,98,16,37,0
71,83,93,57,26,0
88,4,83,32,19,1
58,67,132,31,38,0
61,75,60,23,13,0
58,0,91,67,6,0
72,60,60,43,29,1
80,7,81,33,18,1
79,13,81,31,26,1
57,30,18,13,18,0
66,64,66,33,32,0
63,75,21,67,3,0
65,5,65,23,12,0
63,64,47,17,17,0
82,34,133,22,18,1
63,78,22,23,13,0
64,19,56,50,12,0
91,2,103,20,15,1
84,3,55,47,15,1
67,22,109,19,21,0
54,29,41,17,9,1
70,72,81,9,46,0
73,17,149,30,20,0
62,96,30,50,7,0
87,4,126,14,14,1
64,21,51,14,14,0
75,22,68,39,30,1
88,2,79,30,19,1
70,74,58,48,23,0
67,74,63,40,47,0
65,0,29,50,3,1
91,0,97,47,19,1
69,58,118,11,16,1
80,4,71,15,39,1
76,27,67,38,32,1
66,38,85,31,25,1
63,31,91,30,19,1
71,73,93,30,30,0
69,73,79,37,19,0
66,68,110,37,27,0
59,63,94,15,20,0
89,1,130,43,23,1
65,50,88,29,16,0
69,85,29,0,1,0
74,13,23,0,13,0
63,66,21,21,13,0
64,66,93,41,20,0
78,0,66,29,33,1
58,49,82,11,41,0
60,31,37,23,29,0
63,15,47,40,26,0
61,54,36,35,26,0
58,91,15,25,4,0
68,11,17,21,14,0
65,31,53,41,27,1
66,41,123,42,32,1
79,3,77,7,14,1
66,69,20,27,11,0
63,101,25,59,24,0
84,5,106,25,4,1
66,40,114,35,20,1
77,13,75,30,37,1
63,63,92,52,29,1
79,10,66,17,20,1
60,59,81,36,27,1
74,36,43,25,19,1
77,2,46,30,22,0
62,28,105,38,21,1
65,99,36,80,5,1
59,91,90,45,28,0
62,27,74,40,29,0
72,4,75,21,18,0
68,46,67,58,14,1
66,58,31,50,15,0
59,78,51,32,18,0
59,79,75,76,27,0
63,65,118,40,5,1
70,19,124,32,25,0
76,16,84,34,24,0
75,3,94,8,12,0
64,76,56,27,10,0
58,63,60,22,8,0
65,72,8,67,3,0
64,74,15,29,6,1
60,56,40,47,28,0
80,57,68,10,10,0
91,0,84,43,12,1
69,29,80,4,24,0
73,5,57,50,15,0
66,76,48,14,22,0
63,37,73,14,22,0
58,10,35,52,18,0
70,69,71,17,19,0
57,62,95,18,10,0
87,12,71,40,10,1
63,99,49,58,17,0
87,7,112,28,18,1
56,62,56,20,7,0
70,53,68,47,16,0
55,88,82,56,14,0
82,3,116,18,43,1
79,12,49,22,23,0
69,44,66,42,11,1
69,54,97,21,12,0
67,68,88,20,14,0
89,2,130,9,11,1
63,56,145,44,12,0
87,5,79,0,21,1
63,36,103,29,17,1
76,46,75,32,19,0
65,0,39,39,17,0
75,36,43,32,18,0
77,20,149,31,13,0
67,30,29,24,15,0
74,12,91,26,34,1
70,28,55,37,18,0
73,25,31,18,9,1
78,32,90,29,14,0
62,31,40,44,16,0
66,59,66,39,33,0
67,41,92,14,21,0
67,69,64,11,32,0
74,6,102,15,24,1
63,0,66,38,13,0
84,17,65,42,12,0
72,5,67,31,25,1
62,74,110,47,17,0
60,67,87,40,27,1
87,2,80,33,18,1
68,41,36,14,25,0
60,51,80,20,34,0
66,67,83,33,4,1
66,48,7,0,1,1
77,56,50,33,9,0
89,2,145,7,13,1
74,0,47,32,24,0
66,23,103,38,19,1
79,1,67,12,40,1
63,88,51,32,20,0
76,17,44,42,19,1
65,16,48,59,14,0
69,95,69,36,11,0
67,76,144,36,12,1
56,73,20,36,11,1
63,81,21,50,9,0
61,18,44,43,13,1
80,36,39,0,6,1
77,1,122,20,14,1
63,15,70,17,15,0
73,9,138,57,49,0
65,65,67,55,18,0
65,85,121,33,7,1
57,97,69,41,21,0
69,16,80,40,18,0
73,1,54,15,10,0
70,74,87,18,16,0
73,18,83,14,35,1
57,71,36,40,15,0
80,1,57,71,21,1
73,14,47,43,24,0
70,95,85,31,12,1
70,84,79,29,44,0
63,42,111,30,42,0
60,71,138,29,18,1
69,48,54,44,8,1
66,91,68,36,33,0
59,45,70,8,9,0
86,2,68,12,24,0
73,62,40,30,10,1
76,54,104,18,16,1
74,24,68,11,43,0
59,23,76,36,28,0
58,92,69,45,11,0
58,29,12,11,9,0
88,3,112,22,23,1
80,11,93,7,28,1
58,87,36,17,30,0
62,100,35,50,16,0
70,84,65,45,22,0
59,40,99,19,18,0
59,76,96,50,10,1
66,42,66,58,17,0
71,32,45,25,24,0
89,0,103,11,27,1
68,27,84,55,21,0
88,0,107,29,28,1
54,12,79,37,22,0
80,18,91,0,20,1
80,32,112,35,18,1
69,37,66,25,30,1
72,7,39,37,18,0
59,20,53,75,2,0
61,33,61,15,37,0
78,21,54,15,33,0
66,8,114,42,15,1
75,6,77,17,23,0
57,56,65,14,18,0
73,33,69,23,30,0
67,40,94,52,20,0
61,96,125,32,17,0
56,68,70,15,20,0
80,2,133,45,45,0
66,44,60,17,23,0
64,21,142,19,26,0
77,25,32,33,3,0
92,1,139,0,7,0
65,38,19,10,18,0
88,17,119,33,12,1
65,14,56,13,14,0
73,26,68,33,33,1
70,64,22,40,10,0
76,66,64,31,12,0
70,1,66,41,17,0
80,8,90,28,25,0
81,0,78,37,37,0
67,43,95,29,12,0
67,65,17,8,11,0
65,43,51,50,7,1
72,14,76,66,24,0
62,79,35,32,19,0
73,96,56,47,15,0
66,28,51,60,7,0
70,100,88,29,14,0
78,53,60,33,11,0
65,39,61,37,29,0
81,46,79,56,27,1
62,23,96,35,23,1
59,55,122,32,13,0
70,14,32,6,32,0
61,44,43,38,14,0
55,5,69,50,21,0
62,44,70,63,37,1
86,19,109,33,21,1
75,9,93,7,30,1
84,6,89,33,22,1
69,35,69,30,20,1
80,29,81,31,35,1
54,55,85,36,11,0
63,68,24,29,17,0
88,1,92,8,23,1
93,1,131,0,8,0
52,75,42,24,22,0
88,1,98,29,23,0
75,62,39,36,10,1
93,1,142,11,19,1
65,103,35,75,8,0
62,67,106,28,15,0
76,47,107,28,18,0
86,12,137,12,26,0
70,102,27,50,4,0
88,0,85,8,38,1
65,26,61,58,18,1
85,11,105,44,18,0
67,31,57,44,18,0
56,91,42,35,31,1
89,6,77,14,7,1
81,8,47,12,24,0
65,20,19,25,8,1
58,65,80,44,14,1
85,5,97,27,15,1
78,27,72,20,30,1
70,43,53,44,17,0
91,4,114,27,11,1
68,8,18,0,6,1
87,0,103,60,20,1
83,5,85,21,24,1
72,30,39,19,23,0
57,31,9,23,12,0
77,45,43,13,8,1
72,24,119,20,9,1
81,21,79,42,18,0
76,98,73,38,6,0
56,93,108,13,16,0
67,92,106,38,12,0
79,46,76,20,19,1
66,21,115,35,16,1
75,43,69,25,16,0
68,52,17,20,8,1
75,57,97,33,21,1
77,22,67,17,23,0
64,77,63,44,46,0
78,17,37,44,18,1
77,22,66,35,20,1
64,91,71,33,22,0
83,15,55,67,6,1
55,22,43,27,9,0
59,42,77,22,48,0
65,30,52,42,18,0
88,0,107,33,9,0
58,0,75,62,16,0
72,26,79,35,26,0
57,69,58,19,15,0
77,63,108,50,13,0
67,50,78,26,26,0
60,8,95,27,8,0
78,42,52,43,6,0
75,14,117,29,20,1
79,1,87,17,12,1
75,28,83,32,25,1
88,4,63,40,5,0
70,25,77,30,27,0
59,58,113,17,18,0
74,52,66,25,16,1
59,42,32,57,7,0
64,58,21,43,13,1
85,13,62,8,12,0
59,88,68,43,19,0
67,53,119,22,27,1
67,74,57,10,18,0
70,95,42,38,8,0
73,39,149,19,18,1
87,2,70,27,15,0
85,8,87,19,20,1
66,24,58,30,27,0
63,19,59,15,20,0
68,32,80,16,32,0
59,33,73,45,20,0
64,81,43,53,14,0
80,45,80,40,10,0
60,23,54,47,16,0
71,10,79,14,35,1
80,32,82,47,18,1
62,73,54,24,28,1
65,45,62,20,44,0
68,40,91,45,22,0
62,92,24,33,8,0
80,10,61,33,27,0
69,84,98,33,21,1
70,38,54,34,33,0
69,10,118,25,30,0
58,0,95,0,8,0
72,74,98,0,4,0
57,39,37,48,30,0
63,1,123,44,4,0
80,0,26,29,7,1
76,10,84,20,39,1
54,26,60,32,30,0
69,18,49,31,13,0
78,19,49,76,17,1
60,67,62,22,30,0
70,20,21,11,9,0
57,34,136,18,9,0
75,89,85,35,20,0
68,54,22,43,7,0
59,49,48,40,11,0
66,72,77,44,27,0
79,5,44,12,26,0
66,97,9,50,2,0
62,49,88,23,26,1
84,7,120,29,20,0
72,68,46,36,10,0
56,69,52,22,32,0
68,3,75,41,36,1
73,44,74,46,24,0
63,47,22,10,20,0
56,84,71,50,28,1
76,28,90,23,40,1
88,1,112,33,23,1
61,65,86,44,25,0
81,8,64,41,24,1
63,68,40,43,6,0
74,7,89,4,26,0
73,0,68,28,17,1
86,20,116,14,21,1
86,2,81,17,12,1
56,58,30,26,19,0
70,28,11,30,8,0
58,60,59,17,10,0
65,41,19,0,27,0
55,70,14,20,10,0
62,3,127,26,18,0
57,0,68,53,13,0
73,2,28,67,2,0
57,62,71,32,26,1
56,0,55,58,31,0
77,49,101,18,41,0
83,0,127,22,9,0
87,1,151,27,22,1
